trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
74,2025-10-05T07:40:15.410701,user_interaction,Trial_0074_user_interaction,surprise,"[""L27.N3864"", ""L43.N929"", ""L28.N226"", ""L32.N1395"", ""L29.N1457""]",surprise,0.4819,0.5043,long_term,411.99,True
75,2025-10-05T07:50:15.410813,task_completion,Trial_0075_task_completion,joy,"[""L26.N1715"", ""L25.N40"", ""L42.N942"", ""L41.N1337"", ""L34.N3000"", ""L46.N3247"", ""L45.N2320"", ""L28.N2667"", ""L34.N2909""]",fear,0.2777,0.3855,long_term,377.63,False
76,2025-10-05T08:00:15.410974,memory_recall,Trial_0076_memory_recall,sadness,"[""L44.N2274"", ""L44.N948"", ""L37.N4083"", ""L37.N2019"", ""L35.N3472"", ""L30.N392"", ""L26.N1787"", ""L36.N3278"", ""L41.N1138"", ""L24.N645"", ""L46.N1466"", ""L25.N2935"", ""L37.N2597"", ""L37.N2659"", ""L44.N839"", ""L26.N1682"", ""L37.N1530"", ""L43.N1904"", ""L31.N2903""]",sadness,0.1806,0.1793,short_term,313.44,True
77,2025-10-05T08:10:15.411231,conversation,Trial_0077_conversation,sadness,"[""L42.N2990"", ""L43.N397"", ""L47.N933"", ""L44.N1852"", ""L27.N2983"", ""L40.N285"", ""L32.N2367"", ""L24.N3447"", ""L43.N2136"", ""L37.N1226"", ""L44.N1762""]",sadness,0.2323,0.2315,short_term,454.55,True
78,2025-10-05T08:20:15.411403,creative_output,Trial_0078_creative_output,joy,"[""L34.N3647"", ""L37.N1585"", ""L44.N1790"", ""L44.N1348"", ""L39.N1299"", ""L28.N1986"", ""L35.N4000""]",joy,0.4079,0.3485,short_term,213.63,True
79,2025-10-05T08:30:15.411549,learning_discovery,Trial_0079_learning_discovery,joy,"[""L35.N4012"", ""L26.N2901"", ""L35.N193"", ""L47.N1185"", ""L46.N1384"", ""L24.N3655"", ""L46.N4005"", ""L29.N2261"", ""L41.N1936"", ""L35.N261""]",joy,0.2606,0.226,long_term,220.86,True
80,2025-10-05T08:40:15.411710,autonomous_thought,Trial_0080_autonomous_thought,joy,"[""L34.N403"", ""L24.N601"", ""L30.N340"", ""L44.N1968"", ""L33.N1386"", ""L45.N2429"", ""L32.N1800"", ""L47.N1572"", ""L40.N552"", ""L40.N855"", ""L44.N2866"", ""L30.N182""]",joy,0.3029,0.267,short_term,223.47,True
81,2025-10-05T08:50:15.411892,creative_output,Trial_0081_creative_output,sadness,"[""L30.N987"", ""L28.N519"", ""L37.N1366"", ""L36.N2478"", ""L46.N3760"", ""L38.N1875"", ""L41.N1681"", ""L25.N1347"", ""L24.N2686"", ""L27.N593"", ""L28.N3730"", ""L38.N2459"", ""L31.N1107"", ""L40.N3808""]",sadness,0.5357,0.5188,long_term,306.68,True
82,2025-10-05T09:00:15.412100,user_interaction,Trial_0082_user_interaction,neutral,"[""L26.N1935"", ""L31.N2305"", ""L40.N4008"", ""L35.N2466"", ""L34.N1856"", ""L46.N3884"", ""L38.N3033"", ""L28.N1236"", ""L40.N1150"", ""L46.N1431""]",neutral,0.1558,0.2669,short_term,174.98,True
83,2025-10-05T09:10:15.412261,error_event,Trial_0083_error_event,fear,"[""L38.N1064"", ""L46.N359"", ""L34.N2607"", ""L45.N1635"", ""L24.N1943"", ""L30.N3361"", ""L47.N3739"", ""L28.N6"", ""L27.N2468"", ""L47.N832"", ""L24.N2606"", ""L43.N1810"", ""L33.N3515"", ""L41.N2011"", ""L26.N1450"", ""L38.N1502""]",fear,0.132,0.1789,long_term,248.14,True
84,2025-10-05T09:20:15.412498,user_interaction,Trial_0084_user_interaction,anger,"[""L37.N2037"", ""L34.N2495"", ""L33.N3634"", ""L41.N2309"", ""L38.N244"", ""L33.N2532"", ""L28.N2217"", ""L28.N3106"", ""L46.N2693"", ""L27.N785"", ""L32.N2416"", ""L36.N58"", ""L38.N2685"", ""L43.N1936"", ""L36.N3807""]",anger,0.3088,0.2744,long_term,452.08,True
85,2025-10-05T09:30:15.412719,error_event,Trial_0085_error_event,joy,"[""L37.N382"", ""L35.N1556"", ""L35.N138"", ""L30.N835"", ""L42.N3456"", ""L47.N3708"", ""L26.N908"", ""L38.N2913"", ""L34.N995""]",joy,0.2552,0.2724,long_term,279.48,True
86,2025-10-05T09:40:15.412873,learning_discovery,Trial_0086_learning_discovery,joy,"[""L34.N1510"", ""L28.N976"", ""L47.N1043"", ""L32.N557"", ""L35.N1605"", ""L40.N882"", ""L42.N665"", ""L39.N2667"", ""L35.N2867"", ""L29.N3070""]",joy,0.2815,0.3717,short_term,342.82,True
87,2025-10-05T09:50:15.413035,error_event,Trial_0087_error_event,anger,"[""L38.N2046"", ""L38.N2819"", ""L30.N364"", ""L26.N3119"", ""L32.N1863"", ""L43.N2988"", ""L40.N2384""]",anger,0.1725,0.3345,long_term,150.53,True
88,2025-10-05T10:00:15.413171,task_completion,Trial_0088_task_completion,sadness,"[""L47.N1309"", ""L38.N3234"", ""L42.N3441"", ""L31.N2841"", ""L40.N3559"", ""L30.N541"", ""L30.N578""]",sadness,0.1153,0.1734,short_term,348.68,True
89,2025-10-05T10:10:15.413301,creative_output,Trial_0089_creative_output,anger,"[""L37.N4045"", ""L27.N413"", ""L29.N1098"", ""L26.N3655"", ""L26.N909"", ""L36.N3756""]",anger,0.2521,0.3718,short_term,302.85,True
90,2025-10-05T10:20:15.413429,error_event,Trial_0090_error_event,neutral,"[""L47.N3965"", ""L46.N1050"", ""L45.N2780"", ""L30.N1588"", ""L30.N2368"", ""L40.N3304"", ""L44.N2828"", ""L44.N3474"", ""L44.N3858"", ""L45.N2078"", ""L40.N182"", ""L46.N2591"", ""L33.N3081"", ""L27.N1479"", ""L45.N1587"", ""L43.N159"", ""L41.N3085"", ""L41.N2459""]",neutral,0.1769,0.1665,short_term,533.01,True
91,2025-10-05T10:30:15.413674,creative_output,Trial_0091_creative_output,surprise,"[""L32.N1739"", ""L40.N3662"", ""L40.N3065"", ""L41.N3167"", ""L45.N2341"", ""L40.N3414"", ""L47.N817"", ""L31.N1960"", ""L29.N2372"", ""L35.N888"", ""L34.N632"", ""L24.N1642"", ""L42.N136"", ""L25.N427"", ""L27.N2659""]",anger,0.4087,0.4442,short_term,317.7,False
92,2025-10-05T10:40:15.413906,user_interaction,Trial_0092_user_interaction,joy,"[""L35.N522"", ""L40.N3523"", ""L38.N792"", ""L32.N532"", ""L43.N3026"", ""L42.N1675"", ""L28.N2857"", ""L40.N1124"", ""L45.N1327"", ""L30.N2587"", ""L32.N1378"", ""L38.N1519""]",joy,0.1832,0.2225,short_term,284.36,True
93,2025-10-05T10:50:15.414093,error_event,Trial_0093_error_event,disgust,"[""L24.N3171"", ""L36.N1878"", ""L36.N1772"", ""L25.N3976"", ""L47.N775"", ""L30.N1827"", ""L41.N3074"", ""L29.N4075"", ""L35.N3220"", ""L31.N821""]",disgust,0.1733,0.2898,long_term,114.13,True
94,2025-10-05T11:00:15.414253,autonomous_thought,Trial_0094_autonomous_thought,disgust,"[""L33.N674"", ""L26.N2158"", ""L29.N2064"", ""L35.N3253"", ""L43.N3607"", ""L34.N2456"", ""L27.N1401"", ""L29.N3904"", ""L43.N118"", ""L39.N3758"", ""L40.N2151"", ""L35.N3866"", ""L45.N3764"", ""L33.N1722"", ""L38.N3805"", ""L32.N1697"", ""L28.N3205"", ""L30.N4063""]",disgust,0.1613,0.198,short_term,362.55,True
95,2025-10-05T11:10:15.414509,error_event,Trial_0095_error_event,joy,"[""L31.N224"", ""L46.N2776"", ""L47.N1479"", ""L36.N3285"", ""L27.N615"", ""L26.N3996"", ""L32.N2204"", ""L25.N1249"", ""L36.N1102"", ""L46.N4011"", ""L27.N1625"", ""L31.N392"", ""L46.N3716"", ""L47.N2655"", ""L43.N433""]",joy,0.4474,0.4605,long_term,247.32,True
96,2025-10-05T11:20:15.414723,learning_discovery,Trial_0096_learning_discovery,anger,"[""L34.N490"", ""L24.N1072"", ""L38.N2611"", ""L29.N215"", ""L45.N1723"", ""L38.N158"", ""L32.N685"", ""L41.N2841"", ""L40.N3953"", ""L28.N3667"", ""L43.N2408"", ""L34.N2295"", ""L45.N1696"", ""L41.N2469"", ""L25.N2062"", ""L44.N1581""]",anger,0.3394,0.4816,short_term,214.15,True
97,2025-10-05T11:30:15.414944,creative_output,Trial_0097_creative_output,neutral,"[""L34.N862"", ""L35.N1605"", ""L32.N2319"", ""L27.N1890"", ""L39.N2743"", ""L35.N1162""]",neutral,0.0911,0.247,long_term,514.37,True
98,2025-10-05T11:40:15.415068,learning_discovery,Trial_0098_learning_discovery,surprise,"[""L45.N3115"", ""L32.N2468"", ""L33.N3619"", ""L28.N4059"", ""L33.N3326"", ""L34.N4052"", ""L47.N2217"", ""L31.N2369"", ""L46.N2503"", ""L39.N1626""]",surprise,0.1695,0.2223,short_term,332.79,True
99,2025-10-05T11:50:15.415239,error_event,Trial_0099_error_event,anger,"[""L26.N3682"", ""L40.N3430"", ""L37.N3088"", ""L41.N684"", ""L43.N860"", ""L43.N692"", ""L41.N2371"", ""L24.N2161"", ""L24.N3129""]",anger,0.2761,0.3755,short_term,93.06,True
100,2025-10-05T12:00:15.415391,learning_discovery,Trial_0100_learning_discovery,neutral,"[""L36.N699"", ""L30.N3374"", ""L46.N2374"", ""L31.N3716"", ""L44.N461"", ""L27.N2838"", ""L33.N83""]",neutral,0.6682,0.594,long_term,453.91,True
101,2025-10-05T12:10:15.415532,creative_output,Trial_0101_creative_output,anger,"[""L26.N289"", ""L40.N2518"", ""L44.N3319"", ""L43.N278"", ""L36.N580"", ""L44.N3901"", ""L32.N824"", ""L45.N1349""]",anger,0.1623,0.1476,short_term,368.81,True
102,2025-10-05T12:20:15.415672,task_completion,Trial_0102_task_completion,neutral,"[""L39.N1434"", ""L42.N205"", ""L39.N3450"", ""L38.N1909"", ""L27.N3622"", ""L39.N2551"", ""L45.N212"", ""L45.N2708"", ""L31.N2800""]",neutral,0.5484,0.4099,short_term,263.04,True
103,2025-10-05T12:30:15.415822,error_event,Trial_0103_error_event,neutral,"[""L40.N1856"", ""L42.N3875"", ""L40.N2536"", ""L47.N3265"", ""L31.N3854"", ""L30.N1914"", ""L29.N3072"", ""L38.N406"", ""L30.N508"", ""L40.N3489""]",neutral,0.5,0.3801,short_term,391.03,True
104,2025-10-05T12:40:15.415983,conversation,Trial_0104_conversation,sadness,"[""L38.N3171"", ""L27.N1937"", ""L40.N850"", ""L34.N1907"", ""L26.N2535"", ""L37.N2873"", ""L24.N1293"", ""L25.N700"", ""L46.N1923"", ""L47.N3386"", ""L42.N901"", ""L24.N4016"", ""L31.N2386"", ""L44.N2240""]",sadness,0.1254,0.2035,short_term,245.49,True
105,2025-10-05T12:50:15.416196,creative_output,Trial_0105_creative_output,sadness,"[""L46.N450"", ""L41.N3855"", ""L46.N594"", ""L42.N1233"", ""L43.N463"", ""L31.N3195"", ""L24.N112"", ""L35.N3197"", ""L44.N2378"", ""L28.N3354"", ""L35.N1424"", ""L29.N3168""]",sadness,0.6498,0.5533,long_term,136.94,True
106,2025-10-05T13:00:15.416378,autonomous_thought,Trial_0106_autonomous_thought,anger,"[""L24.N1164"", ""L43.N3765"", ""L30.N3662"", ""L46.N1549"", ""L46.N3474"", ""L45.N3548"", ""L47.N2451"", ""L47.N2385""]",joy,0.089,0.2769,short_term,115.79,False
107,2025-10-05T13:10:15.416540,task_completion,Trial_0107_task_completion,fear,"[""L39.N1537"", ""L47.N2633"", ""L29.N21"", ""L34.N3510"", ""L30.N218"", ""L38.N2277"", ""L43.N4058""]",fear,0.2424,0.325,short_term,506.5,True
108,2025-10-05T13:20:15.416670,creative_output,Trial_0108_creative_output,surprise,"[""L27.N1082"", ""L25.N412"", ""L27.N1088"", ""L42.N1177"", ""L33.N820"", ""L38.N3386"", ""L45.N2994"", ""L39.N2964"", ""L47.N1813"", ""L27.N609"", ""L36.N283"", ""L24.N2928"", ""L36.N1091""]",joy,0.3572,0.4464,long_term,158.83,False
109,2025-10-05T13:30:15.416873,error_event,Trial_0109_error_event,joy,"[""L38.N3342"", ""L27.N3676"", ""L32.N3994"", ""L42.N1271"", ""L40.N42"", ""L32.N2217"", ""L41.N2259"", ""L36.N3751"", ""L30.N368"", ""L44.N150"", ""L38.N1503"", ""L43.N1070"", ""L24.N2040""]",joy,0.2641,0.2767,short_term,553.96,True
110,2025-10-05T13:40:15.417074,task_completion,Trial_0110_task_completion,neutral,"[""L27.N3514"", ""L36.N2551"", ""L37.N2434"", ""L33.N869"", ""L24.N1014"", ""L47.N602"", ""L37.N1799""]",neutral,0.3909,0.4119,short_term,713.86,True
111,2025-10-05T13:50:15.417207,error_event,Trial_0111_error_event,surprise,"[""L31.N2467"", ""L41.N3323"", ""L34.N1572"", ""L38.N2139"", ""L41.N3937"", ""L45.N2559"", ""L34.N3769"", ""L36.N2819"", ""L45.N255"", ""L30.N3644""]",surprise,0.207,0.1918,short_term,226.04,True
112,2025-10-05T14:00:15.417372,conversation,Trial_0112_conversation,joy,"[""L41.N2502"", ""L26.N2668"", ""L38.N1619"", ""L42.N802"", ""L27.N68"", ""L24.N195"", ""L35.N3515"", ""L47.N745"", ""L46.N1688""]",joy,0.4784,0.4451,short_term,218.13,True
113,2025-10-05T14:10:15.417539,error_event,Trial_0113_error_event,neutral,"[""L45.N2472"", ""L45.N2308"", ""L33.N86"", ""L40.N2123"", ""L46.N4047"", ""L26.N2461"", ""L45.N2504"", ""L38.N1700"", ""L46.N2700"", ""L37.N3443"", ""L38.N1647""]",neutral,0.1387,0.3056,long_term,302.62,True
114,2025-10-05T14:20:15.417712,learning_discovery,Trial_0114_learning_discovery,joy,"[""L34.N2253"", ""L30.N2294"", ""L38.N2805"", ""L42.N2165"", ""L38.N3453"", ""L47.N3655"", ""L34.N1532"", ""L32.N3246"", ""L24.N3005"", ""L24.N18"", ""L26.N2377"", ""L31.N2222"", ""L33.N448"", ""L41.N1377""]",joy,0.234,0.2212,short_term,193.17,True
115,2025-10-05T14:30:15.417919,conversation,Trial_0115_conversation,surprise,"[""L40.N1126"", ""L44.N192"", ""L40.N3645"", ""L40.N2218"", ""L26.N3278"", ""L44.N2026"", ""L39.N2072"", ""L45.N2715"", ""L32.N2679"", ""L47.N3904"", ""L45.N2383"", ""L32.N2546"", ""L35.N2994"", ""L45.N3816""]",surprise,0.1124,0.187,long_term,143.06,True
116,2025-10-05T14:40:15.418131,task_completion,Trial_0116_task_completion,joy,"[""L29.N2763"", ""L38.N2232"", ""L31.N2339"", ""L38.N731"", ""L43.N2872"", ""L40.N684"", ""L41.N2881"", ""L36.N2604"", ""L45.N2382"", ""L43.N1983""]",anger,0.1583,0.2448,short_term,338.92,False
117,2025-10-05T14:50:15.418303,conversation,Trial_0117_conversation,anger,"[""L25.N2364"", ""L47.N718"", ""L39.N3480"", ""L27.N1159"", ""L32.N249"", ""L28.N3439"", ""L36.N1853"", ""L30.N1503"", ""L43.N3792"", ""L26.N2532"", ""L42.N3775"", ""L35.N3612"", ""L30.N3163"", ""L32.N2942"", ""L29.N2972"", ""L40.N3471"", ""L46.N990"", ""L26.N1812"", ""L27.N489""]",anger,0.1161,0.1513,long_term,147.82,True
118,2025-10-05T15:00:15.418569,autonomous_thought,Trial_0118_autonomous_thought,neutral,"[""L35.N394"", ""L38.N1359"", ""L40.N3801"", ""L25.N3249"", ""L35.N370"", ""L46.N657"", ""L40.N383"", ""L29.N2552"", ""L38.N194"", ""L29.N4034"", ""L24.N3037"", ""L36.N2015"", ""L44.N3449"", ""L37.N3852""]",neutral,0.3051,0.3344,long_term,104.59,True
119,2025-10-05T15:10:15.418775,user_interaction,Trial_0119_user_interaction,neutral,"[""L38.N1540"", ""L47.N1837"", ""L41.N3759"", ""L29.N1240"", ""L47.N365"", ""L47.N3815"", ""L30.N103""]",neutral,0.1731,0.1874,short_term,135.89,True
120,2025-10-05T15:20:15.418905,error_event,Trial_0120_error_event,joy,"[""L44.N498"", ""L45.N1994"", ""L39.N2548"", ""L26.N2645"", ""L29.N3486"", ""L37.N919"", ""L41.N3504"", ""L27.N1951"", ""L46.N2254"", ""L34.N3513"", ""L26.N514"", ""L39.N708"", ""L44.N3196"", ""L33.N338"", ""L27.N1596""]",joy,0.2869,0.3608,short_term,189.39,True
121,2025-10-05T15:30:15.419126,user_interaction,Trial_0121_user_interaction,neutral,"[""L45.N1136"", ""L33.N3539"", ""L29.N1944"", ""L37.N1738"", ""L34.N2236"", ""L41.N3226"", ""L46.N2741"", ""L41.N2935""]",surprise,0.5641,0.4402,short_term,292.21,False
122,2025-10-05T15:40:15.419280,creative_output,Trial_0122_creative_output,disgust,"[""L41.N2990"", ""L40.N92"", ""L37.N653"", ""L41.N3475"", ""L41.N1135"", ""L24.N374"", ""L34.N206"", ""L35.N1319"", ""L45.N531"", ""L29.N2690""]",disgust,0.4098,0.3697,long_term,265.64,True
123,2025-10-05T15:50:15.419454,learning_discovery,Trial_0123_learning_discovery,neutral,"[""L34.N2566"", ""L39.N3116"", ""L38.N951"", ""L39.N2202"", ""L44.N3286"", ""L47.N3327"", ""L32.N2978"", ""L42.N2259"", ""L28.N1257"", ""L40.N1774"", ""L46.N2872"", ""L31.N1230"", ""L44.N3805"", ""L37.N2323"", ""L30.N1332"", ""L46.N3339"", ""L40.N3856"", ""L33.N3421""]",neutral,0.2841,0.3861,short_term,166.42,True
124,2025-10-05T16:00:15.419720,conversation,Trial_0124_conversation,neutral,"[""L35.N2103"", ""L46.N359"", ""L34.N109"", ""L31.N1116"", ""L47.N1083"", ""L33.N38"", ""L40.N3491"", ""L36.N4063"", ""L27.N2148"", ""L45.N3587"", ""L41.N1983"", ""L29.N2430""]",disgust,0.047,0.2155,short_term,233.29,False
125,2025-10-05T16:10:15.419938,conversation,Trial_0125_conversation,anger,"[""L33.N824"", ""L46.N2153"", ""L44.N2231"", ""L25.N776"", ""L45.N3980"", ""L39.N529"", ""L42.N971"", ""L31.N3984"", ""L38.N2153"", ""L38.N1998"", ""L46.N678"", ""L36.N2896"", ""L32.N39"", ""L43.N3289"", ""L44.N1105"", ""L36.N1743"", ""L32.N446"", ""L35.N3499"", ""L29.N1234""]",anger,0.0614,0.1356,short_term,248.61,True
126,2025-10-05T16:20:15.420224,autonomous_thought,Trial_0126_autonomous_thought,surprise,"[""L37.N1630"", ""L45.N3203"", ""L30.N1095"", ""L36.N1695"", ""L29.N3262"", ""L29.N2167"", ""L44.N1757"", ""L26.N3483"", ""L26.N1260"", ""L45.N2785"", ""L39.N405"", ""L29.N2759"", ""L46.N71""]",surprise,0.1223,0.3022,short_term,845.3,True
127,2025-10-05T16:30:15.420431,memory_recall,Trial_0127_memory_recall,sadness,"[""L36.N2686"", ""L33.N3697"", ""L40.N275"", ""L43.N2764"", ""L40.N1973"", ""L27.N480"", ""L24.N910"", ""L36.N3344"", ""L47.N3129"", ""L31.N2033"", ""L36.N3350"", ""L37.N327"", ""L31.N314"", ""L38.N2746"", ""L36.N4006"", ""L28.N1520"", ""L39.N886""]",sadness,0.6472,0.6301,long_term,84.33,True
128,2025-10-05T16:40:15.420681,conversation,Trial_0128_conversation,fear,"[""L44.N2518"", ""L43.N2973"", ""L24.N1848"", ""L43.N2696"", ""L45.N1390"", ""L24.N1067"", ""L26.N1866"", ""L25.N3791"", ""L32.N3871"", ""L38.N2187"", ""L24.N3308"", ""L37.N1016"", ""L31.N71"", ""L35.N1344"", ""L34.N3303"", ""L33.N3773""]",fear,0.4499,0.432,short_term,197.14,True
129,2025-10-05T16:50:15.420907,creative_output,Trial_0129_creative_output,neutral,"[""L42.N2186"", ""L47.N816"", ""L44.N3186"", ""L25.N1086"", ""L31.N1874"", ""L30.N667"", ""L40.N1029""]",neutral,0.4598,0.4257,short_term,411.24,True
130,2025-10-05T17:00:15.421039,task_completion,Trial_0130_task_completion,sadness,"[""L31.N1719"", ""L24.N1961"", ""L41.N2863"", ""L31.N2656"", ""L35.N967"", ""L47.N3791"", ""L41.N2947"", ""L29.N3563"", ""L32.N366"", ""L39.N183"", ""L35.N3358"", ""L47.N1398"", ""L37.N2796"", ""L25.N1602"", ""L47.N2557"", ""L45.N3049"", ""L32.N1305"", ""L43.N4031""]",sadness,0.2572,0.2386,short_term,201.98,True
131,2025-10-05T17:10:15.421296,learning_discovery,Trial_0131_learning_discovery,neutral,"[""L39.N2230"", ""L39.N128"", ""L45.N3672"", ""L25.N669"", ""L26.N3449"", ""L44.N984"", ""L43.N1456"", ""L43.N3797"", ""L44.N2493"", ""L24.N883"", ""L29.N1788""]",neutral,0.5848,0.5788,short_term,257.98,True
132,2025-10-05T17:20:15.421483,learning_discovery,Trial_0132_learning_discovery,surprise,"[""L26.N2773"", ""L31.N1686"", ""L26.N3623"", ""L41.N2185"", ""L43.N1008"", ""L31.N2550"", ""L34.N572"", ""L28.N1913"", ""L36.N1716""]",surprise,0.4244,0.3582,long_term,236.75,True
133,2025-10-05T17:30:15.421661,memory_recall,Trial_0133_memory_recall,joy,"[""L43.N2904"", ""L35.N896"", ""L46.N277"", ""L31.N1636"", ""L38.N2432"", ""L24.N760"", ""L33.N2741"", ""L33.N404"", ""L38.N1232"", ""L45.N677"", ""L26.N2028"", ""L39.N2055"", ""L38.N1808"", ""L40.N2037"", ""L36.N656"", ""L29.N848"", ""L39.N589"", ""L36.N2821"", ""L26.N2413""]",joy,0.2105,0.312,short_term,273.92,True
134,2025-10-05T17:40:15.421990,memory_recall,Trial_0134_memory_recall,fear,"[""L29.N709"", ""L41.N2193"", ""L27.N2832"", ""L37.N1485"", ""L36.N2950"", ""L35.N2934"", ""L38.N18"", ""L34.N2798""]",fear,0.29,0.3217,long_term,211.82,True
135,2025-10-05T17:50:15.422150,user_interaction,Trial_0135_user_interaction,fear,"[""L28.N2927"", ""L38.N1774"", ""L27.N807"", ""L39.N731"", ""L39.N1213"", ""L27.N428"", ""L36.N1217"", ""L26.N757"", ""L31.N791"", ""L38.N170"", ""L32.N3558"", ""L36.N961"", ""L31.N2630"", ""L47.N875"", ""L42.N102"", ""L33.N1148"", ""L39.N4066"", ""L33.N3301""]",fear,0.0847,0.1413,short_term,458.25,True
136,2025-10-05T18:00:15.422397,learning_discovery,Trial_0136_learning_discovery,neutral,"[""L33.N3217"", ""L38.N1447"", ""L32.N1764"", ""L33.N1235"", ""L29.N2671"", ""L47.N3962"", ""L26.N3177"", ""L34.N810"", ""L40.N3167"", ""L27.N958""]",neutral,0.0889,0.1485,short_term,253.84,True
137,2025-10-05T18:10:15.422572,memory_recall,Trial_0137_memory_recall,fear,"[""L40.N2298"", ""L32.N840"", ""L46.N713"", ""L42.N124"", ""L38.N1092"", ""L38.N2931""]",fear,0.2411,0.3054,short_term,218.68,True
138,2025-10-05T18:20:15.422692,learning_discovery,Trial_0138_learning_discovery,sadness,"[""L26.N1482"", ""L34.N1620"", ""L44.N3285"", ""L36.N2950"", ""L46.N3792"", ""L25.N2891"", ""L33.N977"", ""L45.N3066"", ""L34.N783"", ""L40.N1778"", ""L41.N482"", ""L44.N186"", ""L39.N2309"", ""L35.N490""]",sadness,0.329,0.2541,short_term,373.67,True
139,2025-10-05T18:30:15.422901,creative_output,Trial_0139_creative_output,joy,"[""L34.N16"", ""L40.N375"", ""L27.N3028"", ""L31.N1860"", ""L39.N2851"", ""L45.N1884"", ""L38.N75"", ""L28.N925"", ""L46.N2447"", ""L37.N969"", ""L30.N2028"", ""L43.N3195"", ""L28.N2844"", ""L26.N3982"", ""L27.N3502"", ""L37.N1459"", ""L42.N460""]",joy,0.0421,0.2279,long_term,101.91,True
140,2025-10-05T18:40:15.423142,learning_discovery,Trial_0140_learning_discovery,surprise,"[""L46.N2081"", ""L36.N3498"", ""L45.N2268"", ""L27.N2581"", ""L43.N4019"", ""L38.N931"", ""L32.N3814""]",surprise,0.3589,0.3113,short_term,276.7,True
141,2025-10-05T18:50:15.423274,learning_discovery,Trial_0141_learning_discovery,neutral,"[""L26.N2488"", ""L44.N1212"", ""L42.N1630"", ""L44.N287"", ""L25.N186"", ""L43.N1161"", ""L25.N2241"", ""L47.N3856"", ""L39.N15"", ""L37.N2470"", ""L44.N926"", ""L34.N3159"", ""L24.N906"", ""L46.N340"", ""L27.N3398"", ""L38.N305"", ""L35.N2654"", ""L40.N3296""]",neutral,0.0029,0.1862,long_term,247.04,True
142,2025-10-05T19:00:15.423529,error_event,Trial_0142_error_event,neutral,"[""L26.N2537"", ""L40.N2229"", ""L25.N3888"", ""L39.N1921"", ""L45.N2077"", ""L43.N3749"", ""L33.N443"", ""L33.N807"", ""L24.N844"", ""L47.N1384"", ""L45.N553"", ""L38.N420"", ""L45.N3791"", ""L36.N3605"", ""L43.N2801"", ""L34.N1306""]",neutral,0.4813,0.4356,long_term,143.25,True
143,2025-10-05T19:10:15.423760,learning_discovery,Trial_0143_learning_discovery,disgust,"[""L25.N1694"", ""L37.N3265"", ""L38.N2571"", ""L28.N3227"", ""L43.N2172"", ""L30.N279"", ""L44.N3977"", ""L37.N2893"", ""L28.N3729"", ""L47.N3981""]",disgust,0.5282,0.5638,short_term,378.83,True
144,2025-10-05T19:20:15.423921,autonomous_thought,Trial_0144_autonomous_thought,sadness,"[""L39.N2746"", ""L28.N3523"", ""L44.N3175"", ""L42.N1485"", ""L30.N2014"", ""L37.N709"", ""L35.N911"", ""L40.N3052"", ""L46.N3213"", ""L30.N3629"", ""L38.N1579"", ""L40.N680"", ""L45.N2542"", ""L35.N609"", ""L28.N2156"", ""L43.N2902"", ""L31.N2815""]",sadness,0.0825,0.2257,short_term,257.13,True
145,2025-10-05T19:30:15.424164,autonomous_thought,Trial_0145_autonomous_thought,surprise,"[""L31.N1270"", ""L24.N3795"", ""L35.N1878"", ""L34.N1958"", ""L38.N565"", ""L47.N4042"", ""L45.N1753"", ""L39.N2658"", ""L43.N1581""]",surprise,0.3394,0.29,short_term,362.54,True
146,2025-10-05T19:40:15.424318,user_interaction,Trial_0146_user_interaction,surprise,"[""L43.N1644"", ""L43.N3144"", ""L30.N1795"", ""L42.N4085"", ""L42.N3173"", ""L36.N170"", ""L36.N1932"", ""L45.N1499"", ""L43.N2158"", ""L44.N2924"", ""L45.N1066"", ""L42.N4039"", ""L43.N3271"", ""L33.N857"", ""L39.N2674"", ""L46.N298""]",surprise,0.2574,0.2557,short_term,101.68,True
